locality_id,percentage_of_regional_pool_present,number_of_checklists
L385129,13.719723183391004,69
L1643953,6.5224913494809682,65
L958620,20.321799307958479,24
L1346833,24.346020761245676,109
L2871504,11.941176470588237,23
L4102621,9.8961937716262973,40
L1293783,9.1072664359861584,59
L958730,23.961937716262977,489
L448039,11.051903114186851,44
L4379714,18.840830449826989,1356
L4006940,5.8858131487889285,59
L8298739,10.916955017301039,42
L2940010,6.3252595155709344,53
L5459557,10.930795847750865,45
L374421,14.986159169550174,374
L1041790,11.117647058823527,75
L280047,13.269896193771626,1409
L4135446,13.252595155709344,48
L1021757,10.197231833910033,29
L1444589,12.401384083044984,21
L467098,20.6159169550173,100
L6811461,13.425605536332181,34
L288881,19.816608996539792,985
L6430942,11.048442906574392,31
L480297,7.4809688581314875,62
L2066501,15.633217993079585,68
L3121882,16.494809688581316,1111
L4792086,19.245674740484429,100
L688896,15.702422145328724,34
L757841,17.183391003460208,76
L1108301,15.899653979238755,30
L1074852,11.692041522491349,46
L894820,3.0103806228373697,23
L1279279,14.124567474048442,31
L728708,11.871972318339099,64
L1118116,12.574394463667822,363
L600290,18.550173010380622,526
L801273,17.885813148788927,118
L3296007,4.8512110726643591,39
L2999551,8.314878892733562,143
L5175818,9.22491349480969,56
L481024,18.865051903114185,56
L3106098,11.719723183391007,50
L8353907,9.8581314878892741,20
L4438572,18.577854671280281,42
L1743640,5.9238754325259517,135
L1059629,14.712802768166091,150
L815817,28.124567474048444,98
L2842283,15.543252595155712,77
L3389811,12.110726643598616,15
L11044813,5.7612456747404854,39
L808810,21.7439446366782,51
L6239454,14.619377162629755,116
L4102567,9.688581314878892,21
L2026068,15.747404844290658,316
L382781,24.941176470588239,937
L838362,13.370242214532873,24
L6602214,9.6574394463667819,19
L4259750,16.629757785467127,18
L869799,17.647058823529413,15
L264665,17.470588235294116,227
L152142,11.356401384083044,114
L4260556,7.7820069204152249,30
L483661,12.574394463667819,123
L6363986,10.211072664359861,22
L5212126,8.8477508650519034,891
L5856111,7.7716262975778534,86
L2095580,11.411764705882351,35
L1840417,10.325259515570936,17
L778364,14.830449826989623,277
L2373342,14.38062283737024,614
L502845,19.152249134948097,523
L614590,19.764705882352942,17
L5171931,8.7404844290657433,48
L5820515,8.2110726643598628,35
L3344288,10.982698961937716,169
L9652715,4.3979238754325261,66
L4840659,17.186851211072664,38
L771367,17.519031141868513,47
L800379,15.204152249134944,66
L4126708,12.570934256055359,25
L650632,11.238754325259517,23
L614595,21.844290657439444,436
L384738,14.00692041522491,24
L3498138,17.176470588235297,50
L631860,8.6297577854671275,89
L1770468,19.553633217993081,324
L3654161,12.750865051903117,124
L3134312,12.100346020761245,165
L755296,15.117647058823533,64
L2615640,8.4152249134948089,93
L207063,27.394463667820069,191
L4621618,16.359861591695502,20
L2998314,12.7681660899654,270
L738115,22.408304498269892,34
L279316,20.06228373702422,503
L2882322,7.8927335640138407,26
L3328310,18.124567474048444,113
L284577,19.851211072664359,88
L5564492,5.1349480968858128,30
L4861223,12.290657439446365,204
L771795,10.442906574394463,16
L7626194,7.9480968858131487,53
L999214,6.4083044982698958,112
L811587,10.380622837370241,15
L798992,12.249134948096883,37
L3870928,12.179930795847753,21
L293009,14.148788927335641,207
L997628,16.754325259515571,17
L230931,15.435986159169547,761
L1112464,9.33910034602076,123
L1640329,12.321799307958475,63
L583325,11.529411764705882,198
L464247,26.0,1267
L2573827,17.975778546712803,82
L839457,8.0588235294117627,20
L2750487,11.134948096885813,136
L3146964,12.5121107266436,38
L1090553,10.238754325259517,94
L5653456,7.4878892733564015,18
L695728,17.439446366782008,260
L2376387,17.567474048442907,309
L1165694,21.840830449826989,1981
L1386541,10.19031141868512,46
L3403561,10.242214532871973,78
L821846,20.35640138408305,256
L1332422,11.048442906574394,26
L461293,12.871972318339102,192
L194834,19.629757785467127,180
L850067,4.9446366782006921,24
L1769152,15.024221453287197,176
L1837975,12.595155709342558,71
L1640093,22.660899653979243,138
L1103423,11.2560553633218,31
L5640890,15.190311418685122,83
L2740791,19.570934256055363,130
L755198,11.996539792387546,39
L2282343,8.5847750865051911,1028
L5225131,12.692041522491349,194
L1173438,15.626297577854672,402
L3099635,12.754325259515571,18
L2892104,10.397923875432525,20
L830001,17.283737024221452,154
L2609001,7.0380622837370241,161
L716084,8.2041522491349461,237
L4398256,15.771626297577857,22
L993284,21.235294117647058,57
L3138977,15.550173010380625,17
L5642150,7.2110726643598619,98
L684218,11.044982698961938,165
L498714,9.7612456747404845,127
L3505115,12.598615916955019,24
L2510145,13.84083044982699,15
L2784320,17.681660899653981,85
L489033,20.820069204152247,686
L1741879,23.643598615916957,22
L506883,15.944636678200691,93
L761840,6.8650519031141872,67
L495539,19.031141868512112,15
L486930,15.567474048442909,85
L1012174,16.159169550173011,132
L4173653,14.889273356401384,19
L6693940,10.238754325259515,24
L1361898,7.7093425605536314,79
L1173435,19.688581314878888,17
L3099616,11.764705882352942,15
L1666515,12.186851211072664,29
L980179,15.422145328719724,32
L2375108,13.020761245674741,19
L828493,14.211072664359861,64
L506874,9.8477508650519017,107
L1775410,13.584775086505191,322
L2059894,16.1280276816609,17
L968970,18.477508650519034,77
L6980514,7.2595155709342576,104
L1357335,22.681660899653984,2294
L6483299,7.8615916955017315,34
L878533,14.826989619377162,572
L8186103,11.965397923875432,20
L6572329,8.2560553633218,73
L2939988,13.529411764705882,43
L3860964,14.615916955017301,34
L867224,5.1937716262975782,23
L1083382,12.823529411764707,85
L2728389,26.03460207612456,78
L6208372,16.301038062283737,57
L1368596,15.858131487889274,85
L1740563,10.501730103806228,38
L3301168,10.0,21
L4080960,16.820069204152251,31
L477864,15.892733564013842,34
L502002,16.865051903114185,271
L1163058,6.1522491349480948,48
L4093801,4.8858131487889276,193
L1336659,3.0207612456747404,54
L198791,22.698961937716259,1873
L754583,7.2837370242214519,103
L6484897,12.197231833910035,48
L3443386,12.494809688581315,31
L5167935,14.681660899653982,115
L823886,15.626297577854672,90
L2121096,21.07612456747405,280
L1774976,1.8615916955017302,118
L1073050,21.788927335640143,151
L505206,12.837370242214533,247
L3219403,11.498269896193774,18
L2606764,12.712802768166091,146
L2999612,20.605536332179931,761
L4034519,7.8131487889273359,31
L503327,14.757785467128031,28
L1913499,13.062283737024224,168
L1118263,4.7854671280276806,55
L192127,8.5813148788927336,210
L985264,20.408304498269896,50
L4146292,20.598615916955016,232
L686348,17.415224913494814,170
L624288,14.26643598615917,21
L2931919,16.186851211072664,993
L3220085,12.110726643598616,18
L5865277,13.384083044982702,124
L492957,18.896193771626297,104
L391840,8.4498269896193765,65
L479500,11.480968858131488,60
L165219,19.885813148788927,837
L4437887,7.2629757785467124,16
L5114641,10.058823529411766,55
L836315,16.491349480968857,232
L768273,20.432525951557093,445
L879509,12.788927335640139,108
L789249,12.39100346020761,195
L152138,15.640138408304495,44
L10433880,10.567474048442907,22
L189656,19.429065743944637,154
L4788973,11.228373702422147,119
L326376,11.013840830449826,119
L1827410,11.162629757785467,56
L605440,19.501730103806228,451
L3215705,16.048442906574394,89
L815125,6.57439446366782,15
L600908,7.8581314878892732,129
L382758,22.612456747404849,614
L9957587,15.688581314878892,44
L796565,16.608996539792386,86
L152137,16.065743944636679,668
L4142809,12.806228373702423,37
L422442,14.647058823529409,533
L386102,19.269896193771629,20
L324479,13.0,85
L769027,13.474048442906575,32
L4316980,10.664359861591695,150
L1341597,20.906574394463664,42
L688203,12.453287197231834,138
L2697213,12.373702422145326,50
L3231275,8.8166089965397916,299
L625648,15.166089965397925,283
L468316,13.352941176470591,116
L800774,12.861591695501728,47
L5904815,18.6159169550173,18
L2834215,14.027681660899654,123
L305002,18.321799307958479,520
L10104399,12.899653979238755,43
L370877,14.681660899653979,25
L9629914,14.124567474048442,194
L867478,8.1453287197231816,45
L4102587,12.484429065743944,36
L4025297,24.26643598615917,133
L1798370,7.3875432525951572,27
L2393924,17.020761245674741,285
L243296,11.41868512110727,225
L8264995,14.615916955017301,121
L955902,13.048442906574394,25
L754527,11.550173010380625,67
L732299,30.768166089965398,2002
L404795,16.80968858131488,108
L5004182,10.089965397923876,27
L3515719,14.346020761245676,53
L1379085,7.242214532871972,51
L2345696,15.363321799307958,760
L3962721,13.19031141868512,30
L3169839,14.657439446366782,26
L7883490,12.110726643598616,15
L1340297,16.529411764705884,99
L870639,13.055363321799309,32
L1439033,9.570934256055363,123
L2841155,15.771626297577857,92
L6686497,6.2214532871972335,33
L4968172,5.3875432525951545,45
L965142,10.608996539792388,51
L870636,12.13840830449827,360
L2359236,10.792387543252595,118
L506890,15.816608996539792,266
L2648598,16.121107266435985,37
L451252,20.771626297577853,202
L4746817,7.26643598615917,17
L7732474,4.5570934256055375,23
L2564636,12.826989619377166,353
L947459,10.678200692041523,150
L152146,19.259515570934255,390
L1783992,14.04498269896194,45
L1547106,14.868512110726646,17
L2619847,12.031141868512108,74
L836709,19.782006920415224,151
L247561,12.81660899653979,873
L1353009,17.363321799307961,17
L1813439,10.048442906574394,49
L3231282,9.311418685121108,44
L2041535,12.761245674740483,20
L511858,19.840830449826989,48
L2414716,7.2698961937716264,22
L1192301,8.8685121107266429,141
L5570334,12.892733564013842,63
L939835,10.854671280276817,37
L1480920,13.525951557093425,64
L1926484,7.6574394463667819,77
L1139570,13.705882352941176,193
L152132,15.515570934256056,231
L5876871,10.190311418685123,38
L2692865,3.3183391003460212,32
L469098,22.788927335640139,28
L4486776,6.5916955017301051,201
L8206135,8.4083044982698958,18
L3314445,17.92387543252595,44
L867979,21.072664359861591,77
L652305,12.356401384083048,137
L624284,18.06228373702422,42
L478341,13.844290657439446,39
L1091152,11.986159169550174,16
L1916961,15.712802768166091,48
L11048879,23.802768166089969,48
L580739,16.034602076124568,140
L583605,11.885813148788925,77
L3177894,20.197231833910035,752
L1027901,7.9999999999999982,26
L1273092,8.3598615916955,42
L6761302,8.1660899653979246,22
L4412523,15.217993079584774,26
L2693415,11.117647058823527,17
L152145,16.456747404844286,679
L6688880,5.5017301038062287,33
L2730347,12.844290657439444,25
L2589298,5.8961937716262973,61
L3309200,5.7301038062283745,17
L152143,9.9446366782006912,136
L6528214,16.408304498269892,99
L1327798,18.349480968858131,126
L3329212,11.463667820069206,108
L1366556,13.878892733564015,45
L3963160,14.647058823529415,16
L5427549,11.107266435986158,89
L325751,16.619377162629753,40
L4549794,9.882352941176471,26
L2724522,8.69896193771626,16
L3377490,12.40484429065744,20
L4103042,10.979238754325259,16
L2676635,17.304498269896197,85
L3439681,17.584775086505186,162
L583610,12.456747404844291,15
L6507712,8.22491349480969,30
L2118313,12.474048442906573,157
L5564073,9.4809688581314884,16
L816656,8.155709342560554,301
L661996,10.003460207612457,174
L3155095,14.076124567474048,34
L6280325,9.2595155709342567,38
L781760,14.598615916955017,54
L830755,7.4705882352941178,50
L10235844,17.249134948096884,18
L2688850,21.363321799307954,20
L6684917,14.536332179930795,26
L769314,14.048442906574397,333
L601770,6.98961937716263,109
L4352951,13.148788927335641,15
L152148,19.20415224913495,258
L2301399,15.055363321799309,399
L2585763,16.930795847750865,22
L3236597,11.200692041522492,18
L634228,10.069204152249135,93
L599013,11.269896193771626,50
L8584042,12.190311418685123,31
L1357515,13.979238754325261,40
L210238,14.865051903114191,186
L663433,15.989619377162629,35
L502217,9.5121107266435985,28
L6560954,3.86159169550173,54
L2849218,18.304498269896193,102
L1929860,10.975778546712803,23
L615391,7.5224913494809691,60
L109339,29.32871972318339,7393
L628278,14.536332179930792,18
L2457408,13.622837370242216,17
L2477227,19.228373702422143,27
L2708849,8.3667820069204151,23
L5713559,7.7716262975778543,19
L10858774,9.4117647058823533,19
L109451,23.086505190311421,1006
L6498717,6.7024221453287192,29
L7092463,8.1418685121107259,25
L516058,22.211072664359861,39
L160935,21.525951557093425,2636
L1117183,5.4186851211072664,26
L2603238,15.42214532871972,342
L3101296,12.858131487889272,53
L4127534,4.3287197231833909,16
L2402382,9.8754325259515578,55
L3084130,10.072664359861591,62
L7033912,9.5847750865051911,26
L4598666,19.920415224913494,128
L2581057,11.20415224913495,29
L417752,17.529411764705884,26
L4105788,14.439446366782008,47
L1022447,10.712802768166091,138
L760130,21.25259515570934,26
L1515240,13.709342560553631,30
L2042975,17.944636678200691,28
L198926,17.903114186851216,377
L3310898,15.948096885813149,23
L4788363,22.560553633217992,37
L4993914,14.664359861591695,16
L7001339,10.737024221453288,16
L419929,21.660899653979236,174
L6804737,7.9584775086505193,15
L2775947,23.134948096885818,21
L6759012,9.1314878892733553,21
L304993,21.190311418685116,148
L3312853,19.065743944636679,22
L4089662,17.636678200692042,173
L1847924,12.688581314878892,77
L3064552,8.6193771626297586,29
L3483858,10.761245674740485,120
L897615,10.674740484429066,77
L3089086,18.79584775086505,333
L1033410,12.965397923875434,286
L1874495,13.10726643598616,58
L600710,13.176470588235293,19
L977865,15.778546712802768,24
L950228,11.764705882352942,174
L2116104,22.543252595155707,143
L2703582,9.6574394463667819,98
L958707,24.332179930795849,126
L5167843,16.73356401384083,58
L1190482,13.269896193771626,68
L4066374,11.010380622837371,60
L447881,15.875432525951558,487
L811205,21.695501730103807,71
L745580,23.100346020761243,80
L612044,12.110726643598616,15
L455009,11.387543252595158,54
L189840,24.543252595155714,77
L638646,7.13840830449827,36
L636821,20.287197231833911,22
L1454615,10.536332179930795,21
L4822292,11.913494809688581,70
L312310,7.3356401384083059,41
L1795780,15.460207612456747,24
L2066560,23.764705882352938,47
L3058433,14.871972318339104,36
L468473,7.97923875432526,289
L619767,14.269896193771626,456
L367734,17.782006920415224,220
L152139,22.5121107266436,3577
L4140214,16.446366782006919,26
L7150968,13.743944636678197,25
L1123060,10.709342560553633,231
L6977837,9.062283737024222,16
L613274,6.7024221453287192,54
L6142848,9.27681660899654,476
L1532426,17.453287197231834,44
L771620,11.660899653979238,23
L3986980,11.961937716262975,39
L218129,20.491349480968857,241
L854856,8.0484429065743939,70
L5786034,21.53287197231834,40
L485703,12.276816608996539,23
L3181627,8.1626297577854672,109
L446740,26.629757785467124,49
L832762,7.9307958477508649,211
L2945076,5.1868512110726632,24
L500764,9.3044982698961931,591
L5110379,7.6228373702422125,66
L1051193,10.692041522491349,20
L2219249,20.8961937716263,278
L2278924,7.3633217993079585,44
L2167043,8.5294117647058822,306
L4347492,12.84083044982699,50
L2455878,24.494809688581316,77
L623627,14.42560553633218,281
L1396236,22.100346020761247,230
L901735,6.961937716262975,40
L3225649,11.259515570934257,30
L480357,17.415224913494814,108
L6173796,12.782006920415226,18
L481023,22.242214532871969,1360
L152144,12.522491349480969,150
L2107231,15.560553633217992,19
L596714,20.522491349480969,298
L632002,15.882352941176471,346
L474333,28.134948096885815,569
L4269643,8.69204152249135,19
L634308,19.141868512110726,64
L818226,10.73356401384083,122
L4620744,16.750865051903116,183
L468484,13.833910034602075,38
L2284955,18.010380622837367,162
L867976,19.186851211072664,75
L3228458,13.944636678200693,59
L2534127,3.6172043010752697,25
L2688240,4.0344086021505374,61
L3302839,11.537634408602148,43
L924269,7.5053763440860219,142
L8083407,32.65625,181
L3994429,19.729166666666668,36
L2573939,8.59375,18
L959013,17.812499999999996,22
L6438347,17.635416666666661,54
L2504906,17.420731707317074,29
L2523432,22.814024390243897,40
L11142783,10.966101694915254,65
L1819310,15.480225988700566,94
L7011636,12.774011299435031,20
L2694540,12.819209039548022,131
L7604464,14.689265536723164,15
L3768415,12.932203389830505,38
L3001048,7.72316384180791,16
L3617471,6.5875706214689265,26
L7986836,16.593220338983052,21
L7586363,17.728813559322035,20
L5201704,27.192090395480225,65
L5236184,21.864406779661014,17
L6210106,21.225988700564965,199
L4377713,14.25423728813559,39
L7764148,22.084745762711869,38
L4435383,14.23728813559322,77
L2284736,14.559322033898304,238
L3001052,10.135593220338981,106
L1801094,14.124293785310735,33
L5197067,19.0225988700565,46
L5126896,8.882352941176471,23
L1552210,11.041176470588237,178
L10229931,18.729411764705887,34
L933990,10.464705882352943,109
L3119317,17.188235294117646,19
L1066529,15.329411764705883,26
L932152,46.864705882352951,45
L3061272,22.823529411764703,43
L10638154,7.3470588235294105,18
L1001126,14.476470588235296,63
L11172564,14.958823529411765,28
L1785642,14.688235294117646,31
L4016779,25.029411764705884,27
L6577786,32.6,28
L10687034,28.394117647058824,16
L953998,22.941176470588236,15
L920889,12.976470588235294,175
L6332782,9.0823529411764721,16
L933337,22.894117647058824,140
L6533216,14.658823529411764,35
L5180143,7.4117647058823533,22
L932388,9.117647058823529,77
L1664793,14.129411764705882,17
L933341,23.005882352941178,49
L8833653,11.911764705882353,96
L3696646,24.764705882352942,68
L5594928,22.052941176470579,24
L8199669,9.0058823529411764,69
L954003,24.776470588235295,17
L932313,15.717647058823529,157
L2858975,28.91764705882353,28
L1551313,16.94705882352941,95
L4756197,13.535294117647062,30
L5052057,32.117647058823522,17
L5640862,12.352941176470589,21
L2074115,19.358823529411769,51
L4476592,2.3560209424083771,15
L4220607,15.782722513089007,39
L4136057,13.706806282722512,68
L3387683,17.494764397905758,32
L4128390,14.853403141361257,74
L4298708,12.845549738219892,34
L7165638,4.93193717277487,41
L4948802,14.010471204188482,22
L4789870,12.049738219895287,50
L2207962,8.0314136125654443,34
L5608558,9.2931937172774877,27
L3349752,12.81413612565445,21
L5827005,7.8952879581151842,248
L5829572,8.4188481675392666,16
L3128021,10.874345549738219,36
L3341587,13.651832460732987,61
L4981903,14.136125654450261,15
L7822228,8.99476439790576,30
L2628631,29.437062937062937,71
L922095,16.63986013986014,44
L10930414,10.936507936507935,31
L1115701,5.7910052910052912,42
L1115589,5.4285714285714288,56
L1118709,7.4550264550264549,49
L7477905,2.679794520547945,17
L11074343,2.8664383561643834,41
L6190476,4.40068493150685,33
L3955251,3.3150684931506849,110
L6312896,3.5650684931506857,25
L8192193,4.6010273972602729,42
L8082292,3.0154109589041096,56
L1800556,9.4863013698630141,351
L6155087,9.1249999999999982,32
L10051949,2.1113013698630136,39
L5204809,12.003424657534245,43
L7825018,5.0136986301369859,67
L2795644,4.99486301369863,28
L8117628,7.2157534246575343,561
L1128514,14.109589041095891,189
L7524879,5.4982876712328768,68
L9866542,3.8441780821917817,532
L7881320,4.2688356164383565,27
L4018434,6.76027397260274,63
L7941886,10.450342465753424,24
L2928058,4.787671232876713,662
L11023300,4.9657534246575343,15
L11298117,2.9143835616438358,270
L10469479,8.3184931506849313,26
L3460801,5.9571917808219181,143
L5767542,4.3767123287671224,77
L3112964,15.34760273972603,138
L9264115,3.9109589041095889,22
L5139944,9.5513698630137,38
L8536059,1.6489726027397262,23
L6421880,4.58904109589041,34
L7662271,2.8373287671232879,18
L7708266,3.5599315068493151,73
L2853516,5.6626712328767121,25
L8121084,6.6592465753424657,27
L9706419,2.256849315068493,28
L6990333,2.5222602739726026,122
L6720784,10.806506849315069,184
L11019080,3.5393835616438358,57
L9435801,3.0171232876712328,21
L9857608,2.327054794520548,40
L3534889,1.5102739726027397,232
L10431500,8.0428082191780845,24
L3929855,6.65068493150685,61
L473741,3.4366438356164379,43
L5150035,3.8630136986301378,46
L6283539,3.6695205479452055,91
L4691264,6.4914383561643847,26
L7480732,1.6352739726027394,20
L2911101,7.2808219178082192,117
L3099525,13.99828767123288,69
L3958493,5.4863013698630141,69
L5050954,11.924657534246572,20
L7488851,6.8219178082191769,59
L8360282,4.7089041095890414,17
L5002126,4.1095890410958908,15
L9264226,5.3321917808219181,35
L2951581,7.1712328767123283,547
L10737694,3.345890410958904,22
L3102512,4.1797945205479454,42
L9649143,2.8030821917808217,30
L2679299,14.077054794520548,247
L4402171,14.731164383561641,37
L7731434,9.2705479452054789,126
L3878610,2.4160958904109591,71
L2850702,6.1832191780821919,50
L11175524,4.9263698630136989,156
L3339553,1.4092465753424657,114
L4034021,3.4537671232876717,32
L6294892,5.3561643835616435,60
L7444936,3.4674657534246567,26
L9372182,3.0273972602739727,23
L2015671,12.351027397260275,143
L10296588,3.4640410958904115,41
L3096120,5.3202054794520546,21
L8667780,19.658415841584155,16
L4664685,11.465346534653465,18
L4658529,12.940594059405941,21
L5093870,17.044554455445549,31
L3145383,19.752475247524753,47
L3145408,14.371287128712872,23
L7768783,20.831683168316832,46
L11610064,21.430693069306937,16
L5135988,11.739336492890995,415
L8202972,7.8056872037914706,58
L5727507,14.199052132701423,131
L2146209,10.857819905213267,18
L8061637,9.0379146919431275,23
L4200444,9.0047393364928912,15
L4952662,16.327014218009477,38
L4138227,11.123222748815166,123
L7274548,12.596774193548388,66
L3108579,19.913978494623652,33
L7793684,12.236559139784946,53
L3484700,16.623655913978496,120
L1453559,13.440860215053764,15
L937270,13.17741935483871,36
L7249679,11.333333333333334,19
L4539904,19.79032258064516,24
L7249665,18.215053763440864,29
L2429599,23.107526881720432,129
L1756521,19.795698924731184,273
L10541949,19.645161290322577,16
L3108598,16.838709677419356,115
L11039594,19.35483870967742,27
L3383570,29.247311827956988,123
L1458548,24.247311827956988,36
L934013,21.43548387096774,28
L1506829,30.774193548387103,117
L2222926,21.365591397849464,65
L7854878,13.102150537634406,112
L8260290,7.6388888888888893,202
L1899347,11.622222222222222,84
L4832403,12.299719887955183,24
L6765773,4.2352941176470589,17
L2594251,14.708683473389359,114
L4789491,12.935574229691879,24
L3109996,10.974789915966385,18
L4819233,4.3697478991596634,17
L3990904,10.400560224089638,677
L2829416,10.974789915966387,370
L2621731,11.033613445378151,567
L2607152,10.784313725490193,40
L2930704,8.9719887955182074,19
L3086071,12.759103641456583,75
L4190920,10.084033613445376,18
L4996926,16.677871148459385,31
L2514991,9.2072829131652671,20
L8076604,7.57703081232493,34
L3290889,7.7703081232493,54
L3286861,12.366946778711485,129
L8253269,20.568627450980394,87
L3084497,10.644257703081232,15
L4819228,4.46498599439776,35
L2630094,5.96078431372549,22
L3029205,5.5966386554621845,87
L2639131,13.708683473389355,128
L2678116,16.254901960784313,721
L3350438,7.9775910364145659,64
L2668285,5.5070028011204473,47
L9241863,8.3837535014005589,45
L1122111,8.837037037037037,155
L3022042,6.91358024691358,15
L1122102,2.4567901234567904,31
L2505024,10.911111111111113,19
L2504771,11.693827160493827,36
L1416967,5.37283950617284,55
L1122083,12.493827160493826,85
L1122084,6.9259259259259256,21
L2277513,5.5555555555555554,15
L4404986,5.4925925925925929,26
L3542586,16.388888888888889,28
L4913698,6.8222222222222229,106
L4334882,9.28888888888889,501
L4373531,3.337037037037037,53
L3674049,5.3481481481481481,25
L2288055,3.9222222222222221,114
L7337985,6.3555555555555552,51
L5291134,7.7363013698630141,19
L2315343,9.4589041095890387,57
L1616759,7.5616438356164384,21
L1616794,8.4315068493150687,51
L1616684,8.84931506849315,40
L1756248,17.307692307692307,15
L2266910,13.447115384615385,34
L4570067,13.249134948096886,34
L3913790,19.826989619377162,78
L715897,12.568773234200744,46
L2390732,9.1933085501858738,32
L6655531,9.4237918215613377,93
L302217,14.531598513011151,56
L2930223,5.9702602230483279,16
L6338443,18.907063197026023,41
L11949732,10.085501858736059,22
L247953,29.468401486988856,133
L3258994,11.524163568773234,15
L879387,12.776951672862452,49
L6487085,9.3568773234200737,143
L859942,20.092936802973977,229
L802201,13.427509293680295,37
L586792,18.509293680297397,176
L1955445,11.249070631970261,176
L5403306,17.925650557620816,188
L5158917,9.5055762081784376,18
L4463559,12.539033457249069,31
L167991,26.866171003717476,686
L2145354,15.561338289962828,155
L660898,8.111524163568772,55
L859369,16.219330855018587,371
L5108249,11.453531598513012,41
L2566412,17.531598513011151,17
L231604,18.167286245353161,105
L1069566,22.524163568773233,106
L470552,15.933085501858733,36
L871226,11.82899628252788,84
L788021,21.178438661710036,450
L3915792,16.007434944237918,35
L2474265,10.587360594795539,32
L3385841,13.676579925650557,63
L854540,12.379182156133828,30
L990039,10.921933085501859,92
L796467,13.345724907063193,168
L1135995,20.799256505576206,555
L845761,11.888475836431224,43
L3986607,10.234200743494425,36
L8833847,12.750929368029738,98
L7520148,11.230483271375464,23
L1415315,12.490706319702602,73
L820520,15.732342007434944,17
L1451065,9.5167286245353164,36
L1822379,19.171003717472118,48
L560882,12.382899628252789,63
L10263423,3.12639405204461,28
L470827,16.866171003717472,18
L2023619,9.7063197026022312,36
L563989,14.553903345724907,443
L794370,14.130111524163565,382
L3289168,14.37918215613383,82
L1027383,12.249070631970264,84
L821750,15.28996282527881,108
L1415313,14.286245353159847,202
L718190,16.397769516728623,165
L820519,14.185873605947954,168
L1864557,16.773234200743495,17
L1049677,6.2639405204460958,31
L867549,10.193308550185874,37
L3558159,19.330855018587361,15
L6524344,13.884758364312265,208
L8414895,15.832713754646839,270
L8378724,11.371747211895912,19
L801710,9.2899628252788116,16
L716317,6.5427509293680286,167
L6339334,14.211895910780667,85
L445611,19.650557620817839,18
L5376895,9.5687732342007443,16
L192625,25.617100371747213,996
L5145585,11.204460966542751,43
L719263,9.3643122676579917,107
L1238726,11.61710037174721,57
L721848,16.141263940520442,140
L1050151,8.7211895910780655,39
L3199493,13.040892193308553,89
L1989101,14.133828996282526,361
L2253895,11.04460966542751,213
L4408441,12.717472118959106,119
L3300802,17.156133828996282,27
L7615444,10.669144981412639,34
L8757792,13.591078066914497,114
L3288879,13.79182156133829,215
L1023253,14.141263940520446,228
L2302509,11.736059479553901,241
L631083,14.334572490706314,52
L10261674,12.620817843866169,17
L908180,25.947955390334577,830
L526374,14.869888475836431,66
L739066,8.1970260223048328,47
L1274317,17.007434944237918,106
L3480360,11.037174721189592,40
L1111067,15.516728624535316,30
L7493482,16.881040892193308,45
L458123,21.278810408921938,47
L578613,12.565055762081784,276
L1906646,14.695167286245352,128
L1829901,9.1524163568773229,113
L8488662,11.498141263940521,57
L3184009,26.676579925650561,610
L6500581,9.7174721189591082,18
L686898,13.431226765799257,18
L1028274,8.11895910780669,64
L1830072,7.9442379182156131,221
L8335676,10.007434944237918,56
L716168,11.063197026022305,488
L777521,14.572490706319705,561
L2055079,12.539033457249069,407
L802205,13.063197026022308,137
L3109841,14.282527881040892,63
L820923,17.843866171003718,22
L451055,18.899628252788105,269
L4099746,12.643122676579928,41
L1289621,15.327137546468402,212
L209171,18.985130111524164,48
L506275,20.776951672862449,3683
L1440594,10.174721189591077,162
L1003190,7.1003717472118968,124
L10369368,10.724907063197026,23
L6946870,11.962825278810412,52
L5139570,7.1821561338289976,33
L2723578,12.133828996282528,59
L2450783,15.832713754646839,337
L5239395,13.133828996282528,19
L2083999,8.981412639405205,47
L6370325,8.7732342007434951,88
L1440605,11.643122676579925,62
L5600150,15.542750929368029,45
L2064579,12.602230483271377,52
L1267069,19.018587360594797,470
L208705,12.271375464684015,299
L5397113,13.494423791821559,27
L1049634,8.7063197026022312,28
L234718,25.349442379182157,493
L6430011,17.862453531598511,152
L2286633,18.516728624535315,86
L2165781,15.14869888475836,56
L5627898,8.5985130111524164,62
L802669,13.933085501858734,637
L1989213,8.8513011152416361,17
L2187145,11.070631970260223,74
L233548,10.576208178438664,1545
L3874343,8.1524163568773229,40
L1361766,22.1635687732342,20
L6983693,13.810408921933082,39
L2066077,14.895910780669148,110
L982508,17.174721189591079,62
L5374673,14.907063197026023,106
L761141,22.237918215613384,1148
L715140,7.037174721189591,386
L764103,18.47211895910781,316
L867556,7.5092936802973975,55
L2592778,5.2602230483271377,22
L6560590,8.45724907063197,52
L3246570,18.397769516728623,31
L5725693,15.349442379182156,26
L2475684,15.189591078066915,71
L4752305,9.9888475836431212,21
L5564438,8.1115241635687738,86
L820637,18.349442379182157,16
L9362834,3.5353159851301115,83
L3347000,12.565055762081785,585
L815568,9.3531598513011129,77
L586477,6.3717472118959106,247
L802202,16.561338289962826,22
L2367631,11.003717472118959,29
L719168,14.066914498141266,187
L8288052,14.457249070631971,18
L857239,11.988847583643123,130
L5148953,11.327137546468402,66
L3239468,18.96282527881041,1266
L1124218,17.855018587360597,75
L1060062,9.71003717472119,152
