locality_id,percentage_of_regional_pool_present,number_of_checklists
L1184073,17.990783410138253,109
L6342888,13.105990783410139,28
L3236497,14.11520737327189,40
L7960777,10.755760368663594,38
L8681681,9.4009216589861762,28
L9201834,10.138248847926267,15
L1050174,14.940092165898617,24
L988104,15.258064516129032,36
L436342,19.838709677419356,490
L4153952,17.322580645161288,173
L10225531,21.714285714285715,16
L2776051,27.59447004608295,55
L9597284,17.668202764976957,599
L472642,18.350230414746544,799
L3506885,12.488479262672811,50
L321279,23.373271889400922,336
L1839239,16.036866359447007,96
L1359175,9.3364055299539164,154
L1788797,11.023041474654377,470
L1170702,20.788018433179719,94
L5862895,12.880184331797237,35
L6539273,11.285714285714286,23
L1800066,17.695852534562214,264
L5509586,8.3686635944700463,45
L787141,17.211981566820274,752
L2151864,10.327188940092167,19
L851387,17.267281105990783,182
L629408,17.423963133640552,57
L3408564,7.7465437788018425,68
L1845809,8.0322580645161263,134
L8436370,19.576036866359448,87
L3568552,22.5852534562212,118
L1877169,18.87096774193548,36
L1484444,17.313364055299541,170
L7233446,10.838709677419354,40
L186859,14.47004608294931,345
L9614301,11.442396313364055,39
L2487978,9.0783410138248861,69
L1027235,6.8018433179723505,27
L163354,20.193548387096776,2392
L374380,16.239631336405527,3104
L9380491,13.677419354838708,45
L2608551,12.506912442396313,568
L3219227,18.138248847926267,69
L186739,14.898617511520737,66
L6963800,14.884792626728109,24
L2400122,16.562211981566819,50
L3719304,16.6036866359447,49
L2416295,9.6958525345622135,234
L3561822,20.304147465437786,56
L4045629,13.783410138248849,1369
L6958561,13.705069124423963,33
L1356620,20.737327188940096,67
L1122256,20.0,661
L2412120,22.875576036866356,18
L372668,6.9631336405529964,320
L8972143,10.658986175115208,25
L8021241,11.649769585253454,317
L1841551,22.336405529953918,151
L549294,17.52995391705069,89
L1309031,14.815668202764977,207
L2477661,15.737327188940093,89
L2611269,10.838709677419354,22
L4884953,18.027649769585256,40
L4882849,11.870967741935484,20
L5200756,11.15668202764977,34
L2262431,22.47926267281106,246
L160286,15.594470046082947,95
L4327486,10.824884792626728,23
L1839201,16.682027649769587,53
L3780450,19.170506912442395,72
L3293658,18.3963133640553,32
L482299,16.313364055299541,349
L7497115,12.285714285714286,119
L2479522,7.7926267281105988,85
L7906413,16.092165898617512,66
L4133757,26.50691244239631,79
L6504063,12.253456221198158,76
L351849,11.838709677419354,214
L6169475,15.341013824884792,50
L4898706,15.221198156682028,109
L6599574,8.17511520737327,114
L269461,26.3963133640553,5356
L6307143,6.1198156682027651,47
L1123132,14.608294930875575,38
L264655,21.631336405529957,917
L6867470,18.387096774193548,20
L800184,16.705069124423964,834
L1288571,12.147465437788018,33
L2623171,13.331797235023041,33
L6475830,13.345622119815669,31
L351148,20.995391705069121,62
L1884056,16.686635944700459,60
L2432159,11.165898617511521,149
L4063145,19.07834101382489,186
L1846352,13.230414746543779,50
L8637850,21.096774193548388,49
L1259313,10.336405529953915,172
L1280391,19.0,399
L1909931,15.294930875576039,19
L267072,16.198156682027651,62
L257959,26.649769585253456,664
L949540,16.036866359447004,588
L9963431,21.05069124423963,109
L866451,4.7142857142857144,97
L1455088,9.9631336405529929,250
L2318634,20.244239631336406,73
L8194436,7.3087557603686637,33
L502171,16.230414746543779,69
L2212787,15.119815668202765,69
L1321276,25.059907834101381,196
L3559121,10.534562211981568,62
L8589316,14.096774193548388,52
L473811,15.2073732718894,112
L4672873,16.589861751152075,15
L477506,19.516129032258064,81
L1800055,12.460829493087555,126
L9643491,11.889400921658984,50
L2692026,12.497695852534561,472
L4102349,16.566820276497694,32
L226232,13.921658986175114,43
L479265,10.995391705069125,71
L4063120,11.248847926267279,35
L324035,19.400921658986174,649
L461155,18.147465437788021,278
L3041967,11.663594470046084,21
L318691,18.705069124423964,543
L4201617,26.88479262672811,209
L195604,13.815668202764977,131
L6326972,13.654377880184335,131
L1035815,12.640552995391705,98
L1096378,10.465437788018432,31
L5982256,4.9170506912442393,22
L7242642,17.999999999999996,63
L208659,12.912442396313365,403
L1506828,21.456221198156687,450
L5543795,17.552995391705068,18
L1799504,15.907834101382486,172
L4050044,13.548387096774194,60
L162766,26.580645161290324,6175
L1167737,9.0276497695852527,18
L4827967,10.981566820276498,16
L5084416,10.723502304147466,24
L5265186,18.193548387096772,94
L487464,16.70967741935484,159
L1877342,13.483870967741936,115
L2224747,14.990783410138249,37
L10942794,4.3364055299539173,37
L1052691,16.299539170506911,93
L269904,14.110599078341014,169
L8821607,7.6912442396313372,44
L1609301,10.018433179723502,505
L4920968,11.096774193548388,44
L1627186,18.47004608294931,794
L1924233,18.211981566820278,271
L3913909,8.870967741935484,18
L1026330,14.645161290322584,27
L799070,13.746543778801843,67
L2308917,13.764976958525343,78
L791486,6.9262672811059911,170
L2818323,10.67741935483871,52
L1158281,26.963133640553,311
L3525435,10.470046082949311,37
L457092,30.497695852534559,843
L835042,12.400921658986174,102
L774864,14.225806451612904,101
L1280709,14.0,80
L232479,27.838709677419356,1975
L5759293,7.2073732718894012,590
L3290265,15.870967741935486,62
L860816,16.576036866359448,114
L6081461,8.23041474654378,107
L3219212,16.248847926267285,33
L1324694,12.52073732718894,205
L3046752,12.84331797235023,421
L1305073,17.557603686635943,140
L906672,16.414746543778804,22
L2520196,4.6082949308755756,15
L280267,22.944700460829498,226
L6707434,5.6682027649769582,248
L3485300,15.248847926267283,39
L837847,9.8414634146341449,78
L1842657,13.329268292682928,81
L190223,12.093495934959352,130
L10026105,10.288617886178862,255
L4923931,2.1016260162601625,56
L368175,8.8536585365853675,34
L5491240,14.162601626016258,100
L3151641,16.617886178861792,74
L3406702,8.1341463414634134,27
L3822178,18.345528455284551,261
L4050967,9.0853658536585371,110
L2087859,16.170731707317074,85
L3612866,12.264227642276422,59
L283374,21.1869918699187,298
L6448572,14.772357723577233,209
L5044100,9.2276422764227632,100
L6680417,10.699186991869917,22
L2445821,11.186991869918701,20
L1398711,16.215447154471544,28
L387263,14.410569105691058,144
L871530,17.707317073170728,47
L9911770,13.646341463414634,16
L299206,11.349593495934959,86
L1878820,10.719512195121949,200
L8626038,17.418699186991866,103
L385285,10.028455284552846,620
L826166,17.300813008130081,395
L616744,11.008130081300813,387
L5948458,8.3292682926829276,629
L5102258,7.34959349593496,84
L3047910,10.666666666666666,34
L378730,12.077235772357723,283
L2574444,11.410569105691055,37
L1740846,22.808943089430898,80
L1899580,13.88617886178862,48
L3630286,22.837398373983739,205
L8110430,13.873983739837396,24
L6271908,4.3536585365853657,105
L6686511,13.475609756097557,156
L835792,12.670731707317072,208
L190219,10.552845528455283,144
L4935482,21.662601626016261,77
L5648062,12.682926829268293,29
L834429,15.556910569105693,810
L828438,17.085365853658537,149
L5077524,7.0365853658536572,65
L826459,15.882113821138216,51
L5105604,12.333333333333334,26
L2831783,10.304878048780488,67
L5948468,23.329268292682926,116
L830862,10.617886178861788,199
L1516346,10.012195121951221,413
L7058645,10.520325203252032,167
L374225,18.756097560975611,19
L277270,16.617886178861788,336
L340020,9.093495934959348,2041
L6218625,15.191056910569108,20
L880379,16.780487804878049,192
L3286941,17.174796747967484,24
L367115,15.674796747967479,209
L9310338,11.426829268292686,316
L368174,8.3780487804878057,105
L144858,28.95934959349594,6873
L819322,18.532520325203251,1568
L357429,13.987804878048783,134
L265072,15.626016260162602,128
L247950,15.711382113821138,287
L1353197,14.463414634146341,21
L1967722,14.235772357723576,16
L715412,23.691056910569106,563
L210015,15.658536585365852,1839
L1416114,21.085365853658537,1857
L2602969,16.979674796747968,383
L831774,15.817073170731708,206
L817534,19.59349593495935,573
L900303,13.369918699186995,17
L4093520,18.849593495934958,135
L189743,12.16260162601626,168
L3882583,12.621951219512194,23
L1650652,12.109756097560975,234
L480168,27.020325203252032,1422
L999878,17.09349593495935,374
L827371,16.109756097560979,199
L190217,17.028455284552845,238
L387543,17.150406504065042,631
L5102249,7.9634146341463392,31
L815678,14.20731707317073,241
L1744163,13.756097560975611,576
L4833264,16.959349593495936,116
L6447226,7.7967479674796758,33
L916913,24.178861788617887,39
L817656,14.341463414634147,97
L2439998,13.024390243902438,169
L3449842,7.333333333333333,105
L5948455,13.012195121951216,25
L633028,13.719512195121951,306
L144859,17.821138211382113,262
L2427441,13.528455284552845,93
L865058,10.182926829268293,210
L11285617,4.9715447154471537,36
L373235,16.715447154471544,680
L1444127,11.796747967479675,159
L283889,16.817073170731707,879
L5551489,6.2317073170731705,23
L5737686,18.1260162601626,33
L8751597,10.808943089430894,25
L282140,21.670731707317074,747
L4672350,7.6923076923076925,23
L5515086,11.692307692307692,96
L9973781,11.589743589743589,16
L4639483,9.9051282051282055,23
L2354294,6.5384615384615383,165
L9844802,7.95897435897436,31
L5122591,12.933333333333334,17
L10539463,13.207692307692311,21
L4347809,5.7564102564102573,22
L3223862,6.9589743589743591,22
L3002378,8.4153846153846157,17
L5238883,15.48014440433213,44
L9429907,22.743682310469314,53
L7690532,9.1335740072202167,18
L8349918,5.7075812274368234,20
L5000429,9.9819494584837543,62
L6635679,7.32851985559567,42
L6216937,16.158844765342963,51
L1900549,9.00361010830325,49
L7714723,5.5018050541516255,44
L5742275,13.036101083032491,19
L5458033,10.31768953068592,49
L2875912,15.429602888086643,361
L2364235,27.390243902439025,206
L7570269,16.62926829268293,56
L1121783,8.1658536585365837,42
L8236879,17.590243902439024,33
L8236874,17.00487804878049,24
L3586195,17.117073170731711,79
L5128622,20.42439024390244,45
L8236885,6.8487804878048779,32
L3563533,19.073170731707314,331
L5916339,12.068292682926829,22
L4853558,17.541463414634148,17
L8013820,22.848780487804877,102
L2723786,33.78536585365854,417
L5310080,25.26341463414634,82
L918143,36.653658536585375,158
L5283432,24.551219512195122,58
L5283399,23.746341463414634,44
L6846776,22.575609756097556,19
L6979832,31.443902439024395,26
L5010212,19.639024390243904,26
L4060755,17.073170731707318,15
L4793396,22.85365853658536,111
L4901220,8.48780487804878,69
L2372575,29.078048780487809,53
L6281979,26.195121951219512,52
L8823447,17.5609756097561,15
L3563555,22.019512195121951,267
L7964471,16.165853658536584,24
L8563408,20.146341463414632,40
L6490318,16.897560975609757,36
L1930975,12.892682926829268,143
L915354,17.678048780487803,58
L6237072,19.512195121951219,15
L6956897,13.414634146341461,16
L6608077,12.99512195121951,21
L8236882,10.009756097560977,20
L5882634,22.687804878048784,30
L8678547,23.278048780487804,84
L1903842,8.7121951219512166,32
L8536708,27.292682926829269,32
L3584984,14.878048780487806,164
L8603475,25.312195121951223,39
L8536528,28.89268292682927,24
L8237351,11.048780487804878,19
L10388053,9.2682926829268286,15
L8055104,10.930851063829786,173
L6777081,14.101063829787234,199
L10714786,25.0,15
L2082952,18.856382978723403,30
L3331194,17.372340425531917,28
L2083779,33.691489361702125,451
L938388,20.648936170212767,580
L1402306,29.776595744680851,110
L6047902,8.3191489361702118,18
L8841233,33.936170212765958,98
L919558,21.308510638297872,101
L10480387,12.026595744680851,48
L1349703,24.154255319148938,30
L2410176,10.047872340425531,64
L929827,8.6170212765957448,96
L11013005,17.819148936170208,53
L8201868,18.462765957446809,20
L1044869,30.606382978723403,38
L6331895,23.590425531914892,23
L3861168,15.069148936170214,16
L3341477,36.287234042553195,32
L3331169,17.861702127659573,60
L939890,19.196808510638295,20
L5266959,21.255319148936174,51
L3947300,10.382978723404255,41
L7051080,18.462765957446805,42
L4041872,25.680851063829788,18
L10466555,18.367021276595743,16
L4622394,27.021276595744681,34
L6869251,17.941489361702125,171
L8201762,25.25531914893617,27
L2489870,22.99468085106383,31
L4026088,21.90425531914893,30
L939893,15.627659574468087,19
L3012710,24.6968085106383,28
L2958232,6.5904255319148923,171
L7577685,20.5531914893617,91
L8165956,25.5531914893617,30
L3681809,38.010638297872347,24
L954224,30.063829787234042,61
L6820003,21.526595744680851,28
L3736127,10.079787234042554,29
L1019878,32.468085106382979,39
L2370965,14.164893617021276,20
L8120555,27.026595744680851,99
L4148152,26.25531914893617,90
L3020442,28.372340425531913,31
L10998709,15.941489361702128,42
L1006681,29.702127659574469,206
L945563,16.728723404255323,662
L1236726,30.622340425531913,162
L4828722,23.632978723404261,33
L6823030,13.978723404255319,23
L5655042,11.872340425531917,23
L6996882,14.845744680851064,58
L4523466,27.388297872340427,30
L1014892,26.23404255319149,33
L8895020,17.813829787234049,43
L2755785,14.191489361702128,19
L1765241,21.499999999999996,17
L956644,20.861702127659576,126
L2688720,20.851063829787236,314
L4066691,26.457446808510642,148
L1107441,16.478723404255319,32
L7354302,7.8138297872340425,19
L8549907,13.601063829787234,47
L12091657,21.095744680851062,54
L5432773,26.606382978723403,17
L924629,24.824468085106382,416
L10476140,29.65425531914893,41
L1026678,21.25531914893617,16
L3444730,30.537234042553191,233
L4112975,18.095744680851066,32
L1344841,35.388297872340424,142
L5803024,31.9468085106383,184
L8046904,28.845744680851062,129
L3315481,9.02659574468085,38
L4821514,6.127659574468086,31
L4260073,8.71808510638298,67
L6802076,28.218085106382979,181
L5465777,13.654255319148936,29
L7511517,12.42553191489362,235
L8069313,9.1170212765957466,18
L11283771,30.351063829787233,95
L4667106,22.3031914893617,38
L3578101,29.425531914893622,19
L9985262,14.6968085106383,43
L10042193,22.930851063829781,59
L4152791,35.654255319148938,371
L3795957,26.74468085106383,933
L2465890,14.675531914893615,18
L3670831,26.73936170212766,293
L2473480,35.244680851063833,16
L2575016,24.26063829787234,362
L958247,33.5531914893617,81
L3278538,21.962765957446809,52
L3902986,28.0531914893617,47
L1973820,20.398936170212767,25
L1122086,25.914893617021278,318
L4775644,39.377659574468083,24
L939128,35.079787234042556,66
L1777790,12.420212765957446,41
L8002152,18.643617021276594,22
L1066696,16.143617021276597,69
L10517254,24.085106382978719,16
L5400834,20.48404255319149,44
L7197368,27.728723404255319,22
L1000253,39.680851063829792,438
L10773484,21.037234042553187,24
L933099,34.361702127659562,508
L5441874,25.48404255319149,51
L939896,35.191489361702125,735
L9128669,4.6755319148936172,98
L9812632,13.4468085106383,23
L2038511,24.037234042553191,104
L8877517,20.393617021276594,25
L3355039,8.7499999999999982,219
L1272013,35.952127659574465,33
L7264565,22.88829787234042,24
L3797797,16.941489361702128,16
L3886029,19.021276595744681,19
L11198845,25.026595744680851,22
L3882276,7.3138297872340425,44
L8069306,9.0691489361702136,23
L1800098,21.521276595744681,81
L4755556,16.462765957446809,27
L939855,26.23404255319149,758
L6854669,12.053191489361701,35
L7956135,13.99468085106383,17
L9004547,11.196808510638299,25
L2579665,28.877952755905508,18
L1320894,8.65748031496063,22
L2572492,14.653543307086617,84
L920281,21.862204724409448,37
L3720289,18.145669291338582,30
L2557390,21.779527559055119,39
L1357648,5.7559055118110241,49
L1163211,6.6377952755905509,104
L3672742,13.700787401574805,19
L920375,22.783464566929133,73
L1122438,5.8346456692913389,31
L4092383,16.279527559055119,17
L958078,33.338582677165356,171
L1320888,8.58267716535433,22
L971998,7.7677165354330713,29
L4796978,32.488188976377955,41
L10508481,9.010600706713781,15
L4750100,6.2173144876325086,16
L966038,3.22791519434629,24
L7250591,5.6254416961130742,320
L10656843,4.0070671378091873,39
L8440865,2.6590106007067136,54
L8281752,2.6766784452296819,17
L3592545,8.19964664310954,23
L983092,5.8975265017667837,75
L4736564,9.1925795053003529,29
L8278375,2.4010600706713783,81
L3950780,10.261484098939929,17
L4678864,9.9187279151943457,25
L8278361,3.4310954063604244,41
L4200658,5.35512367491166,326
L494684,9.4540636042402824,337
L8308423,4.8957597173144878,20
L4614743,2.9151943462897525,185
L4182280,9.2402826855123674,36
L6422550,15.9915611814346,19
L6668521,7.0,28
L1525454,14.515555555555558,21
L6678637,4.8666666666666663,31
L955387,5.1199999999999992,42
L6764976,5.5866666666666669,39
L6674777,7.3599999999999994,96
L9160713,8.9955555555555549,53
L7022013,6.12,91
L7205764,2.1466666666666674,224
L5749233,4.7155555555555564,327
L5625307,5.9377777777777787,16
L1484347,13.351111111111113,132
L1917161,9.8711111111111087,75
L1896754,22.453333333333333,327
L923741,11.053333333333333,119
L6656786,10.222222222222221,19
L6786549,9.5911111111111111,165
L6701409,12.888888888888889,15
L1416996,13.084444444444447,123
L5395271,7.63111111111111,27
L6690291,6.6977777777777776,53
L1743720,15.76888888888889,98
L5625309,8.1466666666666683,21
L957598,17.777777777777782,129
L920941,10.364444444444445,76
L4229271,14.097777777777781,63
L10946641,11.46222222222222,36
L5234698,14.222222222222221,15
L1749552,15.342222222222221,31
L6674839,7.257777777777779,32
L1967049,10.635555555555555,25
L11121186,11.111111111111111,15
L6681430,8.3777777777777782,40
L6674881,6.8266666666666671,38
L6696091,5.2711111111111109,19
L1139264,13.395555555555553,85
L5126465,10.222222222222221,15
L4022065,3.5244444444444452,20
L5396542,18.546666666666667,29
L6342047,15.555555555555555,15
L2055415,10.32,232
L5375631,9.2088888888888913,41
L5748794,9.5644444444444421,29
L920322,9.9288888888888884,66
L6801942,10.035555555555556,27
L5395277,8.7955555555555556,18
L7027834,5.5111111111111111,29
L2925569,8.2844444444444445,85
L5395870,6.0400000000000009,57
L927941,17.768888888888892,146
L1140794,4.8355555555555556,20
L5422751,10.075555555555555,39
L6681506,5.5377777777777766,46
L6675377,7.5688888888888881,54
L6669771,12.235555555555555,61
L6699495,7.9422222222222238,25
L5529329,6.6000000000000014,148
L6772140,5.9066666666666654,35
L6755691,8.4755555555555553,20
L2091584,9.653333333333336,219
L2704124,18.306666666666668,31
L6664783,9.27111111111111,75
L4555685,21.271111111111107,31
L2701162,20.408888888888885,55
L2063885,12.800000000000002,79
L7285280,8.724444444444444,16
L8524935,9.3333333333333339,15
L957666,9.6088888888888881,50
L4815500,21.484444444444446,38
L1966910,22.12,39
L6213052,19.676470588235297,223
L7011772,7.3578431372549016,17
L8894713,26.416666666666668,54
L10650090,7.31372549019608,30
L6480841,18.529411764705884,19
L10955299,24.656862745098039,18
L4760574,17.617647058823529,95
L5169031,15.436274509803921,66
L8226312,18.107843137254903,28
L2722364,24.588235294117649,229
L8197197,19.220588235294116,25
L10165043,13.970588235294116,22
L7308454,10.916666666666666,24
L5582827,14.62745098039216,27
L4150259,23.117647058823529,60
L10295447,22.259803921568629,17
L8245096,15.602941176470589,48
L10249012,14.78921568627451,68
L9118807,18.323529411764707,70
L4042917,11.980392156862745,159
L5930036,15.632352941176469,16
L4434105,11.259803921568627,44
L4535178,10.259803921568627,224
L6798164,16.833333333333332,45
L11306271,13.225490196078431,19
L4248429,11.411764705882353,24
L5171901,17.127450980392158,163
L6533584,14.127450980392156,40
L5284193,19.47058823529412,20
L6493561,8.9656862745098032,26
L8243436,17.568627450980394,118
L6239393,18.1421568627451,31
L10381388,28.348039215686274,22
L4869435,15.911764705882353,106
L4070750,17.897058823529413,306
L6959664,18.887254901960784,66
L7869424,24.867647058823529,54
L5974073,30.009803921568629,130
L4941567,9.4656862745098032,61
L8907936,23.568627450980387,57
L5091568,19.985294117647058,68
L3979393,22.436274509803923,115
L3918916,12.254901960784315,15
L9873036,34.014705882352949,20
L4042897,16.950980392156868,93
L9118952,11.980392156862745,22
L1139116,12.676470588235292,547
L8859709,12.661764705882353,43
L6314073,14.352941176470589,49
L5511034,13.147058823529411,20
L6124561,22.642156862745093,76
L9542732,15.656862745098039,46
L10063580,22.034313725490197,51
L8221536,19.186274509803926,41
L4373704,25.421568627450981,336
L8243477,14.916666666666666,73
L8243392,19.205882352941178,386
L6266541,33.132352941176471,86
L8243547,15.681372549019606,71
L10957122,14.240196078431371,69
L8245008,16.215686274509807,120
L4679861,27.794117647058822,332
L2018886,6.549019607843138,64
L4409455,7.65625,16
L5178758,12.919282511210762,20
L2351134,17.901345291479821,1058
L2911377,12.327354260089686,37
L3189445,13.5695067264574,50
L480864,21.834080717488789,1133
L376539,12.017937219730941,424
L166892,22.869955156950674,49
L732477,16.331838565022423,793
L2806835,17.843049327354255,110
L6593811,10.762331838565023,15
L2706192,11.565022421524663,101
L1096293,14.31390134529148,132
L7155227,16.067264573991032,25
L724372,14.130044843049328,312
L684445,14.426008968609866,620
L11634712,17.497757847533631,33
L281325,7.2869955156950672,293
L4239273,7.7130044843049328,186
L1901783,13.910313901345292,657
L5077582,16.246636771300448,98
L1504813,11.210762331838566,17
L1365529,11.107623318385649,136
L3014577,10.565022421524663,47
L140459,24.426008968609864,1393
L3205959,12.017937219730941,41
L5268277,12.044843049327355,17
L6230191,12.654708520179375,22
L2324963,11.600896860986548,92
L3620418,6.3677130044843047,40
L8362744,9.0627802690582957,123
L386162,15.641255605381163,1040
L628231,17.304932735426007,144
L3020627,10.273542600896858,19
L1817902,16.511210762331839,237
L7806317,8.74439461883408,69
L882726,21.206278026905835,559
L232994,12.022421524663677,721
L5923857,14.556053811659194,28
L3521005,9.7399103139013476,65
L3788878,4.3452914798206281,52
L5278285,9.20627802690583,18
L624633,15.367713004484303,271
L213800,12.112107623318385,29
L6578287,13.080717488789238,16
L4016478,11.390134529147982,26
L883813,14.757847533632285,1006
L268774,12.385650224215247,70
L8950719,14.672645739910314,118
L357698,20.349775784753362,615
L3974568,16.901345291479821,201
L1929879,11.412556053811659,1332
L2480446,16.488789237668165,118
L7532432,10.372197309417043,25
L882881,11.766816143497758,155
L4294067,4.6502242152466371,41
L3547713,12.713004484304935,33
L732460,13.901345291479823,266
L3182334,14.031390134529149,18
L3500605,10.946188340807176,45
L207900,20.336322869955154,163
L4242190,11.013452914798206,72
L2862899,12.874439461883407,30
L6187690,10.502242152466367,43
L216969,12.502242152466367,70
L4714060,10.143497757847534,21
L2877885,16.878923766816143,77
L3346648,13.968609865470851,511
L4174538,6.4125560538116595,61
L109295,15.766816143497756,191
L4898304,4.7982062780269059,24
L340662,13.224215246636771,56
L794184,18.67713004484305,48
L3998236,21.345291479820627,425
L2578926,14.161434977578473,365
L904299,19.0,109
L2677525,12.556053811659194,104
L6546009,9.345291479820629,50
L2135892,17.587443946188337,1124
L10784977,12.766816143497758,35
L4713317,11.318385650224213,36
L279254,13.650224215246636,101
L4901357,18.780269058295964,375
L340779,8.6098654708520161,214
L3201854,16.363228699551566,84
L2766217,13.704035874439462,131
L2213191,13.269058295964127,26
L3581291,9.2331838565022419,33
L1470081,10.614349775784753,74
L2069894,12.672645739910314,43
L732467,10.887892376681615,372
L2322258,6.47085201793722,19
L3302525,12.412556053811658,74
L1465889,15.905829596412556,609
L474069,18.874439461883409,144
L3255200,19.147982062780269,313
L2015956,15.291479820627803,33
L1429659,10.60986547085202,41
L909119,21.466367713004484,272
L366246,18.524663677130039,107
L4323391,7.4080717488789238,113
L807196,19.156950672645738,457
L5120195,13.47982062780269,109
L2116986,15.188340807174891,135
L10453094,7.1838565022421532,20
L728862,8.7174887892376667,203
L588572,13.533632286995516,526
L7158140,15.690582959641256,28
L343087,14.336322869955158,1220
L277539,24.103139013452914,650
L8529665,10.219730941704036,89
L7202207,14.484304932735428,132
L9563058,15.251121076233185,22
L2402661,10.699551569506724,137
L2604813,24.331838565022423,1953
L618346,15.484304932735427,210
L883140,14.448430493273543,42
L342119,26.385650224215247,252
L1743685,21.632286995515695,2690
L793930,21.780269058295964,717
L5400265,12.919282511210762,35
L8870119,10.542600896860986,31
L357707,10.32286995515695,58
L5187626,16.309417040358746,160
L1484288,17.107623318385649,253
L2636709,10.730941704035873,163
L2771815,13.434977578475337,72
L3216956,14.233183856502242,40
L2853694,12.614349775784756,250
L342356,14.838565022421527,182
L3581309,9.0672645739910323,53
L2842403,17.932735426008971,86
L3137152,7.3946188340807169,1027
L473873,26.053811659192821,848
L4404096,11.843049327354258,118
L3274809,17.995515695067265,43
L8476413,14.887892376681613,89
L3082311,19.83856502242152,283
L167923,23.735426008968609,1852
L2462363,17.475336322869953,340
L2753466,14.354260089686095,58
L1791873,17.865470852017939,98
L11323869,19.071748878923763,517
L4266647,12.345291479820625,52
L2703188,8.869955156950672,17
L2795730,12.757847533632289,57
L4331807,10.529147982062783,80
L1171924,16.372197309417043,78
L2747329,21.771300448430495,324
L6250931,9.2959641255605376,34
L1599160,26.183856502242154,84
L480863,19.529147982062781,524
L1452070,15.067264573991029,129
L2743713,14.457399103139014,225
L3578150,13.053811659192828,16
L2240274,17.143497757847534,420
L7400500,12.838565022421525,32
L364916,17.282511210762333,63
L10397983,16.031390134529147,110
L2736486,14.439461883408068,49
L3504037,14.52914798206278,206
L3599017,17.910313901345297,120
L4491835,13.28699551569507,81
L5278981,6.143497757847534,55
L364919,24.757847533632283,152
L3698784,14.51569506726457,16
L382077,17.085201793721971,43
L270642,18.322869955156946,713
L388600,15.681614349775787,286
L2855113,13.659192825112106,65
L2326285,10.928251121076233,62
L3313568,13.739910313901344,22
L5210233,11.089686098654708,778
L801499,11.224215246636771,329
L2401299,21.923766816143495,129
L304181,17.834080717488789,123
L358330,10.121076233183857,242
L344645,15.295964125560538,19
L818036,18.892376681614351,148
L4023845,17.188340807174889,175
L1773406,16.5695067264574,808
L3283027,7.8430493273542607,23
L2524325,9.3004484304932742,90
L4227078,12.161434977578473,195
L266968,16.538116591928247,171
L1250520,16.937219730941706,341
L10418607,2.3363228699551564,23
L6984865,5.6367713004484319,21
L4666345,4.4843049327354256,15
L3351885,11.887892376681615,34
L6577501,22.578475336322871,166
L207899,11.887892376681615,204
L2155703,22.591928251121075,335
L883165,20.273542600896864,179
L2904528,10.802690582959642,25
L4437135,14.582959641255609,58
L893089,15.174887892376683,129
L3011078,13.094170403587444,26
L10624118,18.87892376681614,37
L2463404,8.825112107623319,98
L791432,12.443946188340806,46
L473882,16.085201793721975,118
L341631,12.20627802690583,223
L3602278,9.2825112107623315,39
L235257,18.641255605381165,597
L1861335,15.345291479820629,87
L1776225,22.067264573991029,331
L4129613,9.8071748878923763,100
L357324,20.080717488789237,165
L7167542,15.533632286995516,43
L3577962,13.973094170403586,20
L3226454,12.645739910313901,249
L11288652,23.91031390134529,18
L4798695,9.8834080717488817,40
L994622,16.681614349775788,169
L5075673,13.143497757847534,78
L3558519,23.654708520179369,323
L960568,22.295964125560541,155
L338025,12.645739910313901,360
L9563013,21.408071748878925,26
L3140067,10.695067264573991,22
L6625066,11.067264573991032,27
L207898,15.017937219730939,63
L2357285,22.932735426008968,1309
L520497,9.3587443946188316,178
L297379,18.659192825112111,276
L166889,13.331838565022421,25
L11942059,7.623318385650224,29
L7148136,18.327354260089688,20
L208199,10.493273542600896,185
L3638292,10.15695067264574,71
L5788984,16.2152466367713,190
L6809939,12.026905829596412,17
L1175884,13.524663677130045,17
L6600010,7.89237668161435,44
L166237,11.192825112107622,25
L285879,4.95964125560538,70
L1480278,18.478672985781991,19
L2322432,11.507109004739334,26
L1757949,14.056872037914694,140
L2150867,14.597156398104262,28
L1123077,15.04739336492891,95
L5676990,11.521327014218009,46
L4938756,12.317535545023697,58
L3108720,11.265402843601896,22
L5298462,20.379146919431278,15
L2091086,10.127962085308054,37
L1122065,18.393364928909953,87
L4538008,10.900473933649289,15
L2091285,13.090047393364927,36
L930421,14.312796208530806,26
L2387165,16.777251184834125,22
L4347183,20.289099526066348,47
L5399631,12.203791469194313,16
L933615,8.8104265402843609,46
L7505876,8.769716088328078,18
L4314196,7.2555205047318614,15
L952981,11.031545741324921,42
L4775254,10.296529968454259,18
L1271819,7.3911671924290232,31
L4063779,11.716088328075708,69
L8633186,10.659305993690852,37
L1795910,17.056782334384856,42
L1468190,8.6750788643533117,107
L1272587,13.261829652996845,115
L2118922,9.0473186119873823,23
L7986719,11.848580441640378,34
L4043600,12.362776025236595,224
L1209816,8.5205047318611982,244
L2931785,3.7854889589905363,15
L5505249,4.8170347003154586,18
L1631268,8.43478260869565,37
L1356421,3.8217391304347821,79
L5215210,15.878260869565215,22
L3016220,9.4543478260869573,135
L2476142,11.502808988764047,17
L3624280,7.6348314606741559,33
L2900901,13.064606741573034,138
L3350875,7.1713483146067416,25
L5410231,15.884831460674157,17
